node_id	entity_name	attribute_text	triplets_text
3295	Lidell Townsell	Lidell Townsell.	 [Lidell Townsell]'s release is The Next Generation. [Lidell Townsell]'s term is deep house. [Lidell Townsell]'s song is Duh Duh Da.
3296	P.O.S	P.O.S.	 [P.O.S]'s release is Never Better. [P.O.S]'s song is Drumroll (We're All Thirsty). [P.O.S]'s term is alternative hip hop.
3297	DJ Clue / P. Diddy	DJ Clue / P. Diddy.	 [DJ Clue / P. Diddy]'s song is Intro. [DJ Clue / P. Diddy]'s release is The Professional. [DJ Clue / P. Diddy]'s term is hip hop.
3298	Dynamix	Dynamix.	 [Dynamix]'s term is goa. [Dynamix]'s song is Bodyfly (Dynamix original version). [Dynamix]'s release is Tribal Sunrise Volume 4.
3299	Gathering	Gathering.	 [Gathering]'s song is Brampton To Roadhead. [Gathering]'s release is Gathering. [Gathering]'s term is trip rock.
3300	Languis	Languis.	 [Languis]'s term is glitch. [Languis]'s release is Split. [Languis]'s song is Cable.
3301	Mills Brothers	Mills Brothers.	 [Mills Brothers]'s release is Paper Doll. [Mills Brothers]'s term is vocal jazz. [Mills Brothers]'s song is You\x19re nobody till somebody loves you.
3302	Sue Foley	Sue Foley.	 [Sue Foley]'s release is Ten Days In November. [Sue Foley]'s term is roots rock. [Sue Foley]'s song is She Don't Belong To You.
3303	Barry Mann	Barry Mann.	 [Barry Mann]'s term is ballad. [Barry Mann]'s release is Soul & Inspiration. [Barry Mann]'s song is Here You Come Again (LP Version).
3304	Krayzie Bone	Krayzie Bone.	 [Krayzie Bone]'s release is Lyrical Paraphernalia. [Krayzie Bone]'s song is Let It Burn. [Krayzie Bone]'s term is gangster rap.
3305	Jimmy Page	Jimmy Page.	 [Jimmy Page]'s term is british blues. [Jimmy Page]'s song is Hummingbird. [Jimmy Page]'s release is Get the Led Out - Led Zeppelin Salute.
3306	Dark Shadows	Dark Shadows.	 [Dark Shadows]'s term is psychobilly. [Dark Shadows]'s song is Departure / End Title (Love Theme From Night Of Dark Shadows). [Dark Shadows]'s release is House Of Dark Shadows and Night Of Dark Shadows.
3307	Jim Kweskin with Samoa Wilson	Jim Kweskin with Samoa Wilson.	 [Jim Kweskin with Samoa Wilson]'s term is ragtime. [Jim Kweskin with Samoa Wilson]'s song is Why Don't You Do Right (Album Version). [Jim Kweskin with Samoa Wilson]'s release is Now And Again.
3308	Jim Jones featuring Oshy	Jim Jones featuring Oshy.	 [Jim Jones featuring Oshy]'s song is This Is For My Bitches. [Jim Jones featuring Oshy]'s term is gangster rap. [Jim Jones featuring Oshy]'s release is Pray IV Reign.
3309	Light Of The World	Light Of The World.	 [Light Of The World]'s term is jazz funk. [Light Of The World]'s song is Pete's Crusade. [Light Of The World]'s release is The Best Of The Light Of The World.
3310	Rocky Whatule	Rocky Whatule.	 [Rocky Whatule]'s song is Retarded Army. [Rocky Whatule]'s term is stand-up comedy. [Rocky Whatule]'s release is Comedy Ping-Pong.
3311	Aphasia	Aphasia.	 [Aphasia]'s song is mixture of noize (part two: "walter sobchak" - live extract), sample processing failed (part one: "why don\'t you fuckin\' remember anything ?"). [Aphasia]'s term is gabba.
3312	Jack Johnson and Friends / Matt Costa	Jack Johnson and Friends / Matt Costa.	 [Jack Johnson and Friends / Matt Costa]'s term is rock. [Jack Johnson and Friends / Matt Costa]'s release is Talk Of The Town. [Jack Johnson and Friends / Matt Costa]'s song is Fall Line.
3313	City High	City High.	 [City High]'s term is hip hop. [City High]'s song is Sista. [City High]'s release is Ultimate R&B.
3314	Caballo Dorado	Caballo Dorado.	 [Caballo Dorado]'s song is Me vuelves loco. [Caballo Dorado]'s release is No dejes de bailar. [Caballo Dorado]'s term is chanson.
3315	Eko Fresh feat. Capkekz	Eko Fresh feat. Capkekz.	 [Eko Fresh feat. Capkekz]'s release is Hart(z) IV. [Eko Fresh feat. Capkekz]'s term is pop rap. [Eko Fresh feat. Capkekz]'s song is Das ist mein Viertel.
3316	Chroma Key	Chroma Key.	 [Chroma Key]'s release is Graveyard Mountain Home. [Chroma Key]'s term is trip hop. [Chroma Key]'s song is Salvation.
3317	The Red Jumpsuit Apparatus	The Red Jumpsuit Apparatus.	 [The Red Jumpsuit Apparatus]'s release is Don't You Fake It. [The Red Jumpsuit Apparatus]'s term is screamo. [The Red Jumpsuit Apparatus]'s song is In Fate's Hands (Album Version).
3318	Anna Abreu	Anna Abreu.	 [Anna Abreu]'s term is shock rock. [Anna Abreu]'s song is Shame. [Anna Abreu]'s release is Anna Abreu.
3319	Rachael Starr	Rachael Starr.	 [Rachael Starr]'s release is Till There Was You. [Rachael Starr]'s song is Till There Was You (John Creamer & Stephane K Remix). [Rachael Starr]'s term is progressive house.
3320	Georges Parys	Georges Parys.	 [Georges Parys]'s release is Le Cinema De Michel Audiard. [Georges Parys]'s term is los angeles. [Georges Parys]'s song is Levallois Monte Carlo.
3321	Deville_ Willy	Deville_ Willy.	 [Deville  Willy]'s release is Loup Garou. [Deville  Willy]'s term is blues-rock. [Deville  Willy]'s song is Loup Garou.
3322	Jake Hess	Jake Hess.	 [Jake Hess]'s term is southern gospel. [Jake Hess]'s release is Special Homecoming Moments. [Jake Hess]'s song is I Know Where I Am Now.
3323	Fiona Sit	Fiona Sit.	 [Fiona Sit]'s song is Xin Bu Liao Qing. [Fiona Sit]'s release is It's My Day. [Fiona Sit]'s term is cantonese pop.
3324	Showbread	Showbread.	 [Showbread]'s release is Nervosa. [Showbread]'s term is post-hardcore. [Showbread]'s song is The Pig.
3325	The Gathering	The Gathering.	 [The Gathering]'s song is Fear The Sea. [The Gathering]'s release is How To Measure A Planet?, Sleepy Buildings - A Semi Acoustic Evening.
3326	Timbalada	Timbalada.	 [Timbalada]'s song is Maracaia. [Timbalada]'s term is samba. [Timbalada]'s release is Alegria Original.
3327	Arne Weise	Arne Weise.	 [Arne Weise]'s release is Minnen   dr\xc3\xb6mmar och lite till. [Arne Weise]'s song is Sommarens sista m\xc3\xa5s. [Arne Weise]'s term is swedish.
3328	Bimbo	Bimbo.	 [Bimbo]'s release is Semoga Jalan Dilapangkan Tuhan. [Bimbo]'s term is reggaeton. [Bimbo]'s song is Lebaran.
3329	Samba Mapangala and Orchestra Virunga	Samba Mapangala and Orchestra Virunga.	 [Samba Mapangala and Orchestra Virunga]'s term is soukous. [Samba Mapangala and Orchestra Virunga]'s song is Siri. [Samba Mapangala and Orchestra Virunga]'s release is African Classics.
3330	Catherine King/Matthew Schwinghammer/The American Boychoir	Catherine King/Matthew Schwinghammer/The American Boychoir.	 [Catherine King/Matthew Schwinghammer/The American Boychoir]'s song is Trois No\xc3\xabls qu\xc3\xa9b\xc3\xa8cois (trad): Gabriel. [Catherine King/Matthew Schwinghammer/The American Boychoir]'s term is j pop. [Catherine King/Matthew Schwinghammer/The American Boychoir]'s release is La bonne cuisine.
3331	Falling Into Place	Falling Into Place.	 [Falling Into Place]'s song is Cell (Album). [Falling Into Place]'s term is progressive rock. [Falling Into Place]'s release is Every Grave is a Garden.
3332	BB King	BB King.	 [BB King]'s song is She Don't Move Me No More. [BB King]'s release is The Road from Itta Bena. [BB King]'s term is blues-rock.
3333	Beautiful Creatures	Beautiful Creatures.	 [Beautiful Creatures]'s song is Wish (Album Version). [Beautiful Creatures]'s term is alternative metal. [Beautiful Creatures]'s release is Beautiful Creatures.
3334	Walter Hawkins	Walter Hawkins.	 [Walter Hawkins]'s release is Love Alive II. [Walter Hawkins]'s term is soul jazz. [Walter Hawkins]'s song is Never Alone.
3335	Wamdue Project	Wamdue Project.	 [Wamdue Project]'s song is Washes Over Me. [Wamdue Project]'s term is deep house. [Wamdue Project]'s release is Private Beach Club - By Afterlife.
3336	Anthony Cruz	Anthony Cruz.	 [Anthony Cruz]'s term is lovers rock. [Anthony Cruz]'s song is Sin Ti. [Anthony Cruz]'s release is Down By The River.
3337	Hector	Hector.	 [Hector]'s term is hard house. [Hector]'s song is Sudenkorento -Life On Mars-. [Hector]'s release is Hotelli Hannikainen.
3338	Geiom Feat. Marita	Geiom Feat. Marita.	 [Geiom Feat. Marita]'s release is The Sound of Dubstep. [Geiom Feat. Marita]'s term is dubstep. [Geiom Feat. Marita]'s song is Reminissin'.
3339	Pep Laguarda & Tapineria	Pep Laguarda & Tapineria.	 [Pep Laguarda & Tapineria]'s song is Caseta del Plater. [Pep Laguarda & Tapineria]'s term is spanish. [Pep Laguarda & Tapineria]'s release is Brossa D'ahir.
3340	Rod Bernard	Rod Bernard.	 [Rod Bernard]'s song is Cajun Honey (Cajun Lovin' Style). [Rod Bernard]'s term is swamp pop. [Rod Bernard]'s release is Voices Of Americana: Rod Bernard.
3341	Keep Of Kalessin	Keep Of Kalessin.	 [Keep Of Kalessin]'s term is black metal. [Keep Of Kalessin]'s song is Ascendant. [Keep Of Kalessin]'s release is Armada.
3342	The Antripodean Collective	The Antripodean Collective.	 [The Antripodean Collective]'s song is The Very Conscious. [The Antripodean Collective]'s release is The Massacre of the Egos. [The Antripodean Collective]'s term is patriotic.
3343	The In Crowd	The In Crowd.	 [The In Crowd]'s release is His Majesty Is Coming. [The In Crowd]'s term is freakbeat. [The In Crowd]'s song is Back A Yard.
3344	Magic Systeme	Magic Systeme.	 [Magic Systeme]'s term is soukous. [Magic Systeme]'s song is 1er Gaou. [Magic Systeme]'s release is Ivoir' Compil  Vol. 4.
3345	Eazy-E	Eazy-E.	 [Eazy-E]'s release is Eazy Duz It. [Eazy-E]'s song is I'mma Break It Down. [Eazy-E]'s term is gangster rap.
3346	Scott Ainslie	Scott Ainslie.	 [Scott Ainslie]'s term is blues. [Scott Ainslie]'s song is Chumpman Blues. [Scott Ainslie]'s release is Terraplane.
3347	Tyree	Tyree.	 [Tyree]'s term is hip house. [Tyree]'s release is Jack'd Volume 1. [Tyree]'s song is My M.B. Thang.
3348	Cabas	Cabas.	 [Cabas]'s term is vallenato. [Cabas]'s release is Puro Cabas. [Cabas]'s song is Machuca.
3349	The John Buzon Trio	The John Buzon Trio.	 [The John Buzon Trio]'s term is easy listening. [The John Buzon Trio]'s release is Ultra-Lounge / Mambo Fever  Volume Two. [The John Buzon Trio]'s song is I Can't Believe That You're In Love With Me (Digitally Remastered 95).
3350	Eko Fresh feat. Ado	Eko Fresh feat. Ado.	 [Eko Fresh feat. Ado]'s release is Ekaveli. [Eko Fresh feat. Ado]'s song is Ich bleib so wie ich bin. [Eko Fresh feat. Ado]'s term is pop rap.
3351	Peloton	Peloton.	 [Peloton]'s term is deep house. [Peloton]'s song is Beloki. [Peloton]'s release is Selected Recordings.
3352	Paul Buckmaster	Paul Buckmaster.	 [Paul Buckmaster]'s song is Dunn's Revenge. [Paul Buckmaster]'s term is soundtrack. [Paul Buckmaster]'s release is Most Wanted.
3353	Faron Young	Faron Young.	 [Faron Young]'s term is honky tonk. [Faron Young]'s song is I'll Be Yours. [Faron Young]'s release is 30 Of His Best.
3354	The Jordanaires & Orion	The Jordanaires & Orion.	 [The Jordanaires & Orion]'s release is Christmas To Elvis from The Jordanaires. [The Jordanaires & Orion]'s song is Up on the House Top. [The Jordanaires & Orion]'s term is country gospel.
3355	Sandra Mihanovich	Sandra Mihanovich.	 [Sandra Mihanovich]'s release is Creciendo. [Sandra Mihanovich]'s term is los angeles. [Sandra Mihanovich]'s song is Cuatro Estrofas.
3356	The Prefects	The Prefects.	 [The Prefects]'s song is Background Music: The Greatest Ever Punk Sing-Along! (Live). [The Prefects]'s term is rock. [The Prefects]'s release is Live In 1978 At The Festival Suite  Birmingham Co-op.
3357	KMD	KMD.	 [KMD]'s term is grime. [KMD]'s release is KMD And The Rave. [KMD]'s song is Change Your Mind.
3358	Nana Mouskouri	Nana Mouskouri.	 [Nana Mouskouri]'s term is chanson. [Nana Mouskouri]'s song is Only You. [Nana Mouskouri]'s release is Songs For You.
3359	Time Zone	Time Zone.	 [Time Zone]'s song is World Destruction (2005 Digital Remaster). [Time Zone]'s term is alternative dance. [Time Zone]'s release is The Best Of British.
3360	Rauni Pekkala	Rauni Pekkala.	 [Rauni Pekkala]'s release is 20 suosikkia / Toiveiskelmi\xc3\xa4 3 / Virran viem\xc3\xa4\xc3\xa4. [Rauni Pekkala]'s song is Miesten t\xc3\xa4hden. [Rauni Pekkala]'s term is finish.
3361	Telecast	Telecast.	 [Telecast]'s song is Covered (The Beauty Of Simplicity Album Version). [Telecast]'s term is modern rock. [Telecast]'s release is The Beauty of Simplicity.
3362	The Chi Lites	The Chi Lites.	 [The Chi Lites]'s release is Nothing Lasts For Ever. [The Chi Lites]'s song is Toby. [The Chi Lites]'s term is disco.
3363	God Lives Underwater	God Lives Underwater.	 [God Lives Underwater]'s song is Don't Know How To Be. [God Lives Underwater]'s release is Empty. [God Lives Underwater]'s term is industrial metal.
3364	Bob Hope	Bob Hope.	 [Bob Hope]'s release is Thanks For The Memory. [Bob Hope]'s term is jump blues. [Bob Hope]'s song is Merry-Go-Runaround.
3365	Fake Problems	Fake Problems.	 [Fake Problems]'s release is It's Great To Be Alive. [Fake Problems]'s song is Tabernacle Song. [Fake Problems]'s term is folk punk.
3366	HA(c)roes del Silencio	HA(c)roes del Silencio.	 [HA(c)roes del Silencio]'s release is Senda '91. [HA(c)roes del Silencio]'s term is hard rock. [HA(c)roes del Silencio]'s song is Oraci\xc3\xb3n (Directo).
3367	Anthony Watson	Anthony Watson.	 [Anthony Watson]'s song is I'm Gonna Take My Time. [Anthony Watson]'s term is lovers rock. [Anthony Watson]'s release is I Love Being Single.
3368	John Travolta / Christopher Walken	John Travolta / Christopher Walken.	 [John Travolta / Christopher Walken]'s release is Hairspray. [John Travolta / Christopher Walken]'s term is soundtrack. [John Travolta / Christopher Walken]'s song is (You\'re) Timeless To Me ("Hairspray").
3369	ATB	ATB.	 [ATB]'s song is Marrakech. [ATB]'s release is No Silence. [ATB]'s term is progressive house.
3370	Yellowcard	Yellowcard.	 [Yellowcard]'s release is Ocean Avenue. [Yellowcard]'s song is One Year  Six Months. [Yellowcard]'s term is rock.
3371	Kira	Kira.	 [Kira]'s song is Song For Stephin Merritt. [Kira]'s term is eurodance. [Kira]'s release is The Rail Train  The Meadow  The Freeway & The Shadows.
3372	Gabriel Grossi	Gabriel Grossi.	 [Gabriel Grossi]'s song is Cai dentro. [Gabriel Grossi]'s release is Diz que fui por a\xc3\xad. [Gabriel Grossi]'s term is choro.
3373	FabiA!n	FabiA!n.	 [FabiA!n]'s song is Mis calles de arena. [FabiA!n]'s release is Espera a la Primavera. [FabiA!n]'s term is brill building pop.
3374	Ray Lynch	Ray Lynch.	 [Ray Lynch]'s term is space music. [Ray Lynch]'s song is Ralph's Rhapsody. [Ray Lynch]'s release is The Best Of Ray Lynch.
3375	Jay-Z	Jay-Z.	 [Jay-Z]'s song is Change Clothes. [Jay-Z]'s release is R&B Love Collection Summer 2009. [Jay-Z]'s term is gangster rap.
3376	Frenchy	Frenchy.	 [Frenchy]'s song is Smith & Wesson. [Frenchy]'s release is Bumps & Grinds. [Frenchy]'s term is rockabilly.
3377	Cadacross	Cadacross.	 [Cadacross]'s release is Corona Borealis. [Cadacross]'s song is Bring Out Your Dead. [Cadacross]'s term is folk metal.
3378	Martin Lawrence	Martin Lawrence.	 [Martin Lawrence]'s release is Live Talkin' Sh--. [Martin Lawrence]'s term is hip hop. [Martin Lawrence]'s song is Talking During Sex (LP Version).
3379	NO-TONE ft.Inusa	NO-TONE ft.Inusa.	 [NO-TONE ft.Inusa]'s release is Life is Love. [NO-TONE ft.Inusa]'s song is Life is Love. [NO-TONE ft.Inusa]'s term is power electronics.
3380	Henri Pousseur	Henri Pousseur.	 [Henri Pousseur]'s release is Eight Parabolic Studies. [Henri Pousseur]'s song is Parabolics Studies 6. [Henri Pousseur]'s term is serialism.
3381	Marygold	Marygold.	 [Marygold]'s release is Turned Left But Don't Know If It Was Right. [Marygold]'s song is Restcure. [Marygold]'s term is pop rock.
3382	Dope Stars Inc.	Dope Stars Inc..	 [Dope Stars Inc.]'s term is nu metal. [Dope Stars Inc.]'s song is Chase The Light. [Dope Stars Inc.]'s release is Make A Star.
3383	The Wiyos	The Wiyos.	 [The Wiyos]'s release is Broken Land Bell. [The Wiyos]'s term is blues. [The Wiyos]'s song is Dontchaletmecatchya.
3384	Oh No	Oh No.	 [Oh No]'s term is hip hop. [Oh No]'s song is Soul of Ethiopia. [Oh No]'s release is Dr. No\x19s Ethiopium.
3385	Eddie and the Subtitles	Eddie and the Subtitles.	 [Eddie and the Subtitles]'s release is Fuck You Eddie!. [Eddie and the Subtitles]'s term is rockabilly. [Eddie and the Subtitles]'s song is Louie Louie.
3386	Jason Michael Carroll	Jason Michael Carroll.	 [Jason Michael Carroll]'s term is country rock. [Jason Michael Carroll]'s song is No Good In Goodbye. [Jason Michael Carroll]'s release is Waitin' In The Country.
3387	Mario Telles	Mario Telles.	 [Mario Telles]'s term is samba. [Mario Telles]'s release is Mario Telles. [Mario Telles]'s song is Nan\xc3\xa3.
3388	The Wicklows	The Wicklows.	 [The Wicklows]'s term is irish folk. [The Wicklows]'s release is Country 'n' Irish - 20 All Time Favourites. [The Wicklows]'s song is Dirty Ol' Town.
3389	Coolio Da Unda Dogg	Coolio Da Unda Dogg.	 [Coolio Da Unda Dogg]'s term is game. [Coolio Da Unda Dogg]'s release is Cognito Presents That's My Mic. [Coolio Da Unda Dogg]'s song is Do Or Die.
3390	Big Rich featuring J. Stalin_ Aristotle	Big Rich featuring J. Stalin_ Aristotle.	 [Big Rich featuring J. Stalin  Aristotle]'s release is Demolition Men Present: Block Tested Hood Approved. [Big Rich featuring J. Stalin  Aristotle]'s song is Imaginary Gangsters. [Big Rich featuring J. Stalin  Aristotle]'s term is hyphy.
3391	Django AsA1/4l	Django AsA1/4l.	 [Django AsA1/4l]'s song is Pr\xc3\xa4natalabh\xc3\xa4rtung. [Django AsA1/4l]'s release is Hardliner. [Django AsA1/4l]'s term is german.
3392	Electrostatic	Electrostatic.	 [Electrostatic]'s release is Awake Alone. [Electrostatic]'s term is big beat. [Electrostatic]'s song is Today.
3393	Mr Lab!	Mr Lab!.	 [Mr Lab!]'s term is chill-out. [Mr Lab!]'s song is Would You Like. [Mr Lab!]'s release is Post Industrial Ceremony.
3394	Charles Aznavour	Charles Aznavour.	 [Charles Aznavour]'s term is dub. [Charles Aznavour]'s song is Tant Que L'on S'aimera. [Charles Aznavour]'s release is C'est \xc3\x87a.
3395	Jason & The Scorchers	Jason & The Scorchers.	 [Jason & The Scorchers]'s term is country rock. [Jason & The Scorchers]'s release is Halcyon Times. [Jason & The Scorchers]'s song is Mother Of Greed.
3396	Corderoy	Corderoy.	 [Corderoy]'s song is Rock Guitar. [Corderoy]'s term is hard trance. [Corderoy]'s release is Rock Guitar.
3397	Twenty 4 Seven	Twenty 4 Seven.	 [Twenty 4 Seven]'s release is Best of. [Twenty 4 Seven]'s song is You Gotta Be Safe. [Twenty 4 Seven]'s term is happy hardcore.
3398	Lupe Fiasco feat. GemStones and Graham Burris	Lupe Fiasco feat. GemStones and Graham Burris.	 [Lupe Fiasco feat. GemStones and Graham Burris]'s release is Superstar. [Lupe Fiasco feat. GemStones and Graham Burris]'s song is Dumb It Down (Live From Chicago). [Lupe Fiasco feat. GemStones and Graham Burris]'s term is hip hop.
3399	DCX	DCX.	 [DCX]'s term is hard trance. [DCX]'s song is Hold Me. [DCX]'s release is Hold Me.
3400	Usher featuring Jermaine Dupri	Usher featuring Jermaine Dupri.	 [Usher featuring Jermaine Dupri]'s release is Here I Stand (Deluxe Version). [Usher featuring Jermaine Dupri]'s song is Chivalry. [Usher featuring Jermaine Dupri]'s term is hip hop.
3401	Creedence Clearwater Revisited	Creedence Clearwater Revisited.	 [Creedence Clearwater Revisited]'s term is country rock. [Creedence Clearwater Revisited]'s song is Proud mary. [Creedence Clearwater Revisited]'s release is Recollection/Live.
3402	Big Daddy Rick	Big Daddy Rick.	 [Big Daddy Rick]'s release is Rough Electro. [Big Daddy Rick]'s song is Pac's Break. [Big Daddy Rick]'s term is ghetto tech.
3403	Kekele	Kekele.	 [Kekele]'s release is Congo Life. [Kekele]'s song is Affaire Mokuwa. [Kekele]'s term is soukous.
3404	Gail Davies	Gail Davies.	 [Gail Davies]'s release is What Can I Say. [Gail Davies]'s term is singer-songwriter. [Gail Davies]'s song is Following You Around (Album Version).
3405	Leslie Mendelson	Leslie Mendelson.	 [Leslie Mendelson]'s term is folk-pop. [Leslie Mendelson]'s release is Swan Feathers. [Leslie Mendelson]'s song is Turn It Over (Album Version).
3406	Percy Mayfield	Percy Mayfield.	 [Percy Mayfield]'s term is jump blues. [Percy Mayfield]'s release is The Birth of R&B. [Percy Mayfield]'s song is Please Send Me Someone To Love.
3407	Corb Lund	Corb Lund.	 [Corb Lund]'s release is Losin' Lately Gambler. [Corb Lund]'s term is british pop. [Corb Lund]'s song is Horse Doctor  Come Quick.
3408	The Mystic Moods Orchestra	The Mystic Moods Orchestra.	 [The Mystic Moods Orchestra]'s release is Stormy Weekend. [The Mystic Moods Orchestra]'s term is space age pop. [The Mystic Moods Orchestra]'s song is Gay Ranchero.
3409	Paul Overman	Paul Overman.	 [Paul Overman]'s term is meditation. [Paul Overman]'s release is 10 Minutes to Relax: Peaceful Retreat. [Paul Overman]'s song is Morning Rain Music by Jorge Alfano.
3410	Ms. Dynamite / Kymani Marley	Ms. Dynamite / Kymani Marley.	 [Ms. Dynamite / Kymani Marley]'s song is Seed Will Grow. [Ms. Dynamite / Kymani Marley]'s term is grime. [Ms. Dynamite / Kymani Marley]'s release is A Little Deeper.
3411	Gran Coquivacoa_ Neguito Borjas	Gran Coquivacoa_ Neguito Borjas.	 [Gran Coquivacoa  Neguito Borjas]'s song is El tuli-tuli. [Gran Coquivacoa  Neguito Borjas]'s term is gaita. [Gran Coquivacoa  Neguito Borjas]'s release is Clasicos de oro del Gran Coquivacoa.
3412	Fernando Ortega	Fernando Ortega.	 [Fernando Ortega]'s release is This Bright Hour. [Fernando Ortega]'s term is ccm. [Fernando Ortega]'s song is Don't Let Me Come Home A Stranger (LP Version).
3413	Les Paul and Mary Ford	Les Paul and Mary Ford.	 [Les Paul and Mary Ford]'s release is Best Of The Capitol Masters - 90th Birthday Edition. [Les Paul and Mary Ford]'s song is I Really Don't Want To Know (1990 Digital Remaster). [Les Paul and Mary Ford]'s term is space age pop.
3414	Cliff Edwards/Disney Studio Chorus	Cliff Edwards/Disney Studio Chorus.	 [Cliff Edwards/Disney Studio Chorus]'s release is Julie Andrews Selects Her Favourite Disney Songs. [Cliff Edwards/Disney Studio Chorus]'s song is When You Wish Upon A Star. [Cliff Edwards/Disney Studio Chorus]'s term is vocal jazz.
3415	Sonny James	Sonny James.	 [Sonny James]'s term is country blues. [Sonny James]'s song is I'll Never Find Another You. [Sonny James]'s release is Capitol Collectors Series.
3416	Charly GarcAa	Charly GarcAa.	 [Charly GarcAa]'s release is Rock And Roll Yo, El \xc3\x81lbum. [Charly GarcAa]'s song is Ases\xc3\xadname.
3417	Charlie Haden	Charlie Haden.	 [Charlie Haden]'s release is American Dreams. [Charlie Haden]'s song is American Dreams. [Charlie Haden]'s term is free jazz.
3418	Walter Wanderley Trio	Walter Wanderley Trio.	 [Walter Wanderley Trio]'s release is Hammond Bossa From Brasil (Jazz Club). [Walter Wanderley Trio]'s song is O Menino Desce O Morro. [Walter Wanderley Trio]'s term is latin jazz.
3419	Noah Lewis	Noah Lewis.	 [Noah Lewis]'s song is Devil In The Wood Pile. [Noah Lewis]'s term is ghetto tech. [Noah Lewis]'s release is Harmonica Blues.
3420	LL Cool J	LL Cool J.	 [LL Cool J]'s song is Headsprung. [LL Cool J]'s term is hip hop. [LL Cool J]'s release is Headsprung.
3421	Perez Prado_ His Orchestra	Perez Prado_ His Orchestra.	 [Perez Prado  His Orchestra]'s term is gabba. [Perez Prado  His Orchestra]'s release is Doble Contenldo : Perez Prado. [Perez Prado  His Orchestra]'s song is Abril en Portugal.
3422	Vic Chou	Vic Chou.	 [Vic Chou]'s release is Vic Chou 2001 - 2009 The Best Collection. [Vic Chou]'s song is Ni De Ti Wen. [Vic Chou]'s term is cantonese pop.
3423	Joe Bonamassa	Joe Bonamassa.	 [Joe Bonamassa]'s release is A New Day Yesterday Live. [Joe Bonamassa]'s song is I Know A Place. [Joe Bonamassa]'s term is blues-rock.
3424	Gian Marco	Gian Marco.	 [Gian Marco]'s term is pop rock. [Gian Marco]'s release is A Tiempo. [Gian Marco]'s song is Te Mentir\xc3\xada.
3425	Kako	Kako.	 [Kako]'s song is Mi Bomba. [Kako]'s term is salsa. [Kako]'s release is Kako.
3426	Terje Lie	Terje Lie.	 [Terje Lie]'s song is Crazy Groove. [Terje Lie]'s release is Urban Vacation. [Terje Lie]'s term is jazz fusion.
3427	V V Brown	V V Brown.	 [V V Brown]'s song is LEAVE!. [V V Brown]'s term is neo soul. [V V Brown]'s release is LEAVE!.
3428	Blindman's Sun	Blindman's Sun.	 [Blindman's Sun]'s song is The Fugitives. [Blindman's Sun]'s release is Blindman's Sun. [Blindman's Sun]'s term is jam band.
3429	Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer	Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer.	 [Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer]'s term is opera. [Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer]'s song is Se un mio desir...Cedi al duo!. [Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer]'s release is Maria.
3430	Benny Spellman	Benny Spellman.	 [Benny Spellman]'s release is Benny Spellman Selected Favorites. [Benny Spellman]'s term is delta blues. [Benny Spellman]'s song is I Didn't Know.
3431	Beres Hammond Feat. Jah Youth	Beres Hammond Feat. Jah Youth.	 [Beres Hammond Feat. Jah Youth]'s release is Strictly The Best Vol. 31. [Beres Hammond Feat. Jah Youth]'s song is Good Old Dancehall Vibes. [Beres Hammond Feat. Jah Youth]'s term is lovers rock.
3432	Confetti's	Confetti's.	 [Confetti's]'s song is The Sound of C (Acapella). [Confetti's]'s release is Greatest Hits. [Confetti's]'s term is new beat.
3433	Tommy Makem;The Clancy Brothers	Tommy Makem;The Clancy Brothers.	 [Tommy Makem;The Clancy Brothers]'s release is Hearty & Hellish. [Tommy Makem;The Clancy Brothers]'s song is Old Woman From Wexford. [Tommy Makem;The Clancy Brothers]'s term is irish folk.
3434	Plies featuring Tank	Plies featuring Tank.	 [Plies featuring Tank]'s release is The Real Testament. [Plies featuring Tank]'s term is gangster rap. [Plies featuring Tank]'s song is You (featuring Tank) (Amended Album Version).
3435	Terry Dexter	Terry Dexter.	 [Terry Dexter]'s song is Beautiful One. [Terry Dexter]'s term is pop rap. [Terry Dexter]'s release is Listen.
3436	Diamond Rexx	Diamond Rexx.	 [Diamond Rexx]'s song is Fire. [Diamond Rexx]'s release is Rexx Erected. [Diamond Rexx]'s term is glam metal.
3437	Shout Out Out Out Out	Shout Out Out Out Out.	 [Shout Out Out Out Out]'s song is How Do I Maintain Pt. II. [Shout Out Out Out Out]'s release is Reintegration Time. [Shout Out Out Out Out]'s term is alternative dance.
3438	George Faith	George Faith.	 [George Faith]'s song is If Loving You Is Wrong I Don't Wanna Be Right. [George Faith]'s release is Soulful. [George Faith]'s term is reggae.
3439	Marc Broussard	Marc Broussard.	 [Marc Broussard]'s song is Going Home (Album Version). [Marc Broussard]'s release is When It's Good EP. [Marc Broussard]'s term is blue-eyed soul.
3440	Montrose	Montrose.	 [Montrose]'s song is Down. [Montrose]'s release is Inertia. [Montrose]'s term is classic rock.
3441	TRAM 11	TRAM 11.	 [TRAM 11]'s term is hip hop. [TRAM 11]'s release is BLACKOUT 00. [TRAM 11]'s song is SUPER RISTA.
